ticker,date,avg_sentiment,total_sentiment,avg_relevance_score,total_relevance_score,avg_overall_sentiment,total_overall_sentiment
AAPL,2024-08-25,0.280392,0.280392,0.612821,0.612821,0.223126,0.223126
AAPL,2024-08-26,0.0898466,0.449233,0.24596559999999998,1.229828,0.1717226,0.8586130000000001
AAPL,2024-08-27,0.019865200000000003,0.09932600000000001,0.1344328,0.672164,0.2342434,1.171217
AAPL,2024-08-28,0.083523625,0.668189,0.104946375,0.839571,0.217827,1.742616
AAPL,2024-08-29,0.07563166666666667,0.226895,0.07129466666666667,0.21388400000000002,0.180389,0.541167
AAPL,2024-08-30,0.19281242857142855,1.3496869999999999,0.3452082857142857,2.416458,0.20804042857142857,1.456283
AAPL,2024-08-31,0.3756785,0.751357,0.45228599999999997,0.9045719999999999,0.23465350000000001,0.46930700000000003
AAPL,2024-09-01,0.105728,0.105728,0.047092,0.047092,0.227334,0.227334
AAPL,2024-09-02,0.104717,0.314151,0.153925,0.461775,0.20716266666666663,0.6214879999999999
AAPL,2024-09-03,0.030523,0.122092,0.21413949999999998,0.8565579999999999,0.14236,0.56944
AAPL,2024-09-04,0.16851733333333332,0.505552,0.21256366666666668,0.637691,0.216255,0.648765
AAPL,2024-09-05,0.01351733333333333,0.04055199999999999,0.10878833333333333,0.326365,0.18776766666666667,0.563303
AAPL,2024-09-06,0.10436933333333333,0.313108,0.12152433333333333,0.364573,0.216674,0.650022
AAPL,2024-09-07,0.333647,0.667294,0.3636395,0.727279,0.1716795,0.343359
GOOG,2024-08-25,0.28288,0.28288,0.053035,0.053035,0.223126,0.223126
GOOG,2024-08-26,0.03197880000000001,0.15989400000000004,0.1401942,0.700971,0.1717226,0.8586130000000001
GOOG,2024-08-27,0.0452506,0.226253,0.132299,0.6614949999999999,0.2342434,1.171217
GOOG,2024-08-28,0.07531225,0.602498,0.092265875,0.738127,0.217827,1.742616
GOOG,2024-08-29,0.07535766666666666,0.22607299999999997,0.4104683333333334,1.231405,0.180389,0.541167
GOOG,2024-08-30,0.05691085714285714,0.39837599999999995,0.11573857142857144,0.8101700000000001,0.20804042857142857,1.456283
GOOG,2024-08-31,0.22148800000000002,0.44297600000000004,0.304305,0.60861,0.23465350000000001,0.46930700000000003
GOOG,2024-09-01,0.142706,0.142706,0.186738,0.186738,0.227334,0.227334
GOOG,2024-09-02,0.08463133333333334,0.253894,0.099476,0.29842799999999997,0.20716266666666663,0.6214879999999999
GOOG,2024-09-03,0.01587375,0.063495,0.11741225,0.469649,0.14236,0.56944
GOOG,2024-09-04,0.07742066666666667,0.232262,0.042973000000000004,0.128919,0.216255,0.648765
GOOG,2024-09-05,0.0002829999999999962,0.0008489999999999887,0.082371,0.247113,0.18776766666666667,0.563303
GOOG,2024-09-06,0.07437,0.22311,0.09207833333333333,0.276235,0.216674,0.650022
GOOG,2024-09-07,0.006825000000000001,0.013650000000000002,0.1390555,0.278111,0.1716795,0.343359
AAPL,2024-09-10,0.050253500000000006,0.20101400000000003,0.45726225,1.829049,0.1686565,0.674626
AAPL,2024-09-11,0.19127366666666668,1.147642,0.32824416666666667,1.969465,0.19410183333333333,1.164611
AAPL,2024-09-12,0.19030287499999998,1.5224229999999999,0.24991100000000002,1.9992880000000002,0.2026145,1.620916
AAPL,2024-09-13,0.23063060000000002,1.153153,0.4028843999999999,2.0144219999999997,0.23534639999999998,1.176732
AAPL,2024-09-14,0.08648033333333333,0.259441,0.11936533333333332,0.35809599999999997,0.17352733333333334,0.520582
AAPL,2024-09-15,0.1983265,0.396653,0.5409275,1.081855,0.1470805,0.294161
AAPL,2024-09-16,0.044053666666666665,0.132161,0.15221533333333334,0.456646,0.21121533333333334,0.633646
AAPL,2024-09-17,-0.007817400000000002,-0.03908700000000001,0.0649258,0.324629,0.2169244,1.084622
AAPL,2024-09-18,0.12525133333333335,0.7515080000000001,0.17712433333333333,1.062746,0.1874685,1.124811
AAPL,2024-09-19,0.1998085,0.799234,0.3249185,1.299674,0.2202575,0.88103
AAPL,2024-09-20,0.055552,0.166656,0.08784666666666667,0.26354,0.12975233333333333,0.38925699999999996
AAPL,2024-09-22,0.24998,0.24998,0.801178,0.801178,0.121538,0.121538
GOOG,2024-09-10,0.09081975,0.363279,0.21578225,0.863129,0.1686565,0.674626
GOOG,2024-09-11,0.10587816666666666,0.635269,0.2349595,1.409757,0.19410183333333333,1.164611
GOOG,2024-09-12,0.1173225,0.93858,0.178662,1.429296,0.2026145,1.620916
GOOG,2024-09-13,0.1067016,0.533508,0.0781578,0.390789,0.23534639999999998,1.176732
GOOG,2024-09-14,-0.064385,-0.193155,0.18301133333333333,0.549034,0.17352733333333334,0.520582
GOOG,2024-09-15,0.142611,0.285222,0.14468350000000002,0.28936700000000004,0.1470805,0.294161
GOOG,2024-09-16,0.146575,0.43972500000000003,0.11033066666666667,0.330992,0.21121533333333334,0.633646
GOOG,2024-09-17,0.10154179999999999,0.507709,0.053705,0.268525,0.2169244,1.084622
GOOG,2024-09-18,0.08274333333333334,0.49646,0.11736616666666667,0.7041970000000001,0.1874685,1.124811
GOOG,2024-09-19,0.19525775,0.781031,0.2745385,1.098154,0.2202575,0.88103
GOOG,2024-09-20,0.017986000000000002,0.053958000000000006,0.21105166666666664,0.6331549999999999,0.12975233333333333,0.38925699999999996
GOOG,2024-09-22,-0.082523,-0.082523,0.262522,0.262522,0.121538,0.121538
AAPL,2024-09-23,0.024598,0.147588,0.132624,0.795744,0.21141483333333333,1.268489
AAPL,2024-09-24,0.18851420000000002,0.942571,0.2463686,1.231843,0.20563959999999998,1.028198
AAPL,2024-09-25,-0.20528166666666667,-0.615845,0.14670266666666668,0.440108,0.0006336666666666664,0.001900999999999999
AAPL,2024-09-26,0.127773,0.638865,0.1214132,0.607066,0.2356414,1.178207
AAPL,2024-09-27,0.028066666666666667,0.0842,0.08792699999999999,0.263781,0.17199833333333334,0.515995
AAPL,2024-09-28,0.159556,0.319112,0.176515,0.35303,0.226957,0.453914
AAPL,2024-09-29,0.369982,0.369982,0.851318,0.851318,0.21871,0.21871
AAPL,2024-09-30,0.05435000000000001,0.27175000000000005,0.0877504,0.43875200000000003,0.1334536,0.667268
AAPL,2024-10-01,-0.0780865,-0.312346,0.16205275,0.648211,0.14981650000000002,0.5992660000000001
AAPL,2024-10-02,0.026560333333333335,0.079681,0.11408966666666666,0.342269,0.17254933333333333,0.517648
AAPL,2024-10-03,-0.0093754,-0.046877,0.134843,0.674215,0.1659168,0.829584
AAPL,2024-10-04,0.06522,0.19566,0.121699,0.365097,0.10216966666666666,0.306509
AAPL,2024-10-06,-0.01718,-0.01718,0.124593,0.124593,0.081654,0.081654
AAPL,2024-10-07,-0.021344749999999996,-0.08537899999999998,0.21770325,0.870813,0.1274445,0.509778
GOOG,2024-09-23,0.10046,0.60276,0.14064949999999998,0.8438969999999999,0.21141483333333333,1.268489
GOOG,2024-09-24,0.13496360000000002,0.674818,0.16186859999999997,0.8093429999999999,0.20563959999999998,1.028198
GOOG,2024-09-25,-0.1939363333333333,-0.5818089999999999,0.31890066666666667,0.956702,0.0006336666666666664,0.001900999999999999
GOOG,2024-09-26,0.21203500000000003,1.060175,0.1701306,0.850653,0.2356414,1.178207
GOOG,2024-09-27,0.16243766666666667,0.487313,0.22047866666666668,0.661436,0.17199833333333334,0.515995
GOOG,2024-09-28,0.1700645,0.340129,0.1182175,0.236435,0.226957,0.453914
GOOG,2024-09-29,0.019939,0.019939,0.05234,0.05234,0.21871,0.21871
GOOG,2024-09-30,0.004169000000000001,0.020845000000000002,0.2567444,1.283722,0.1334536,0.667268
GOOG,2024-10-01,0.04895075,0.195803,0.31483099999999997,1.2593239999999999,0.14981650000000002,0.5992660000000001
GOOG,2024-10-02,0.07796333333333333,0.23389,0.281377,0.844131,0.17254933333333333,0.517648
GOOG,2024-10-03,0.010797600000000003,0.053988000000000015,0.0803358,0.401679,0.1659168,0.829584
GOOG,2024-10-04,-0.0013663333333333212,-0.004098999999999964,0.37189999999999995,1.1157,0.10216966666666666,0.306509
GOOG,2024-10-06,0.112017,0.112017,0.361919,0.361919,0.081654,0.081654
GOOG,2024-10-07,-0.09027124999999998,-0.36108499999999993,0.1557185,0.622874,0.1274445,0.509778
AAPL,2024-10-08,0.138066,0.138066,0.082677,0.082677,0.215217,0.215217
AAPL,2024-10-09,0.05930240000000001,0.29651200000000005,0.1372182,0.686091,0.1615956,0.807978
AAPL,2024-10-10,0.06817125,0.272685,0.1530445,0.612178,0.18355225,0.734209
AAPL,2024-10-11,0.574827,0.574827,0.647749,0.647749,0.287214,0.287214
AAPL,2024-10-13,0.1035765,0.414306,0.12212350000000001,0.48849400000000004,0.1624435,0.649774
AAPL,2024-10-14,0.17061674999999998,0.6824669999999999,0.12774425,0.510977,0.2328935,0.931574
AAPL,2024-10-15,0.1309835,0.261967,0.13079849999999998,0.26159699999999997,0.21637050000000002,0.43274100000000004
AAPL,2024-10-16,0.02976816666666667,0.17860900000000002,0.12010733333333334,0.7206440000000001,0.17830833333333332,1.06985
AAPL,2024-10-17,0.16122683333333335,0.967361,0.25802566666666665,1.548154,0.199981,1.199886
AAPL,2024-10-18,0.08406725,0.336269,0.09248475,0.369939,0.15449125000000002,0.6179650000000001
AAPL,2024-10-19,0.083003,0.083003,0.110717,0.110717,0.236334,0.236334
AAPL,2024-10-20,0.21338966666666667,0.640169,0.3973276666666667,1.191983,0.18644633333333335,0.559339
AAPL,2024-10-21,0.16367174999999998,0.6546869999999999,0.11746075,0.469843,0.28286125,1.131445
AAPL,2024-10-22,0.152558,0.76279,0.2884834,1.442417,0.168981,0.844905
GOOG,2024-10-08,0.138066,0.138066,0.082677,0.082677,0.215217,0.215217
GOOG,2024-10-09,0.1963118,0.9815590000000001,0.4864834,2.432417,0.1615956,0.807978
GOOG,2024-10-10,0.085831,0.343324,0.17278625,0.691145,0.18355225,0.734209
GOOG,2024-10-11,0.190457,0.190457,0.092569,0.092569,0.287214,0.287214
GOOG,2024-10-13,0.07833475000000001,0.31333900000000003,0.2070155,0.828062,0.1624435,0.649774
GOOG,2024-10-14,0.05695025,0.227801,0.06293800000000001,0.25175200000000003,0.2328935,0.931574
GOOG,2024-10-15,0.0591005,0.118201,0.043354000000000004,0.08670800000000001,0.21637050000000002,0.43274100000000004
GOOG,2024-10-16,0.12154983333333334,0.729299,0.14594533333333334,0.875672,0.17830833333333332,1.06985
GOOG,2024-10-17,0.07257216666666666,0.43543299999999996,0.23297866666666667,1.397872,0.199981,1.199886
GOOG,2024-10-18,0.14968625,0.598745,0.34462625,1.378505,0.15449125000000002,0.6179650000000001
GOOG,2024-10-19,0.185067,0.185067,0.165409,0.165409,0.236334,0.236334
GOOG,2024-10-20,0.14153000000000002,0.42459,0.2661766666666667,0.79853,0.18644633333333335,0.559339
GOOG,2024-10-21,0.19015700000000002,0.7606280000000001,0.09382875,0.375315,0.28286125,1.131445
GOOG,2024-10-22,0.07899579999999999,0.39497899999999997,0.081408,0.40703999999999996,0.168981,0.844905
AAPL,2024-10-28,0.13711630000000002,1.3711630000000001,0.19851570000000002,1.985157,0.2267964,2.267964
AAPL,2024-10-29,0.031565333333333334,0.189392,0.13181766666666667,0.790906,0.11223116666666666,0.673387
AAPL,2024-10-30,0.037866666666666667,0.22719999999999999,0.17638016666666667,1.058281,0.2122875,1.273725
AAPL,2024-11-01,0.12504733333333332,0.750284,0.2375811666666667,1.4254870000000002,0.24344816666666666,1.460689
AAPL,2024-11-02,-0.058518,-0.058518,0.156123,0.156123,0.073499,0.073499
AAPL,2024-11-03,0.3148235,0.629647,0.6011795,1.202359,0.1572135,0.314427
AAPL,2024-11-04,0.18345225,0.733809,0.24892075,0.995683,0.24902999999999997,0.9961199999999999
AAPL,2024-11-05,0.16544542857142858,1.158118,0.17405457142857145,1.218382,0.2785978571428572,1.950185
AAPL,2024-11-06,0.157976125,1.263809,0.267733875,2.141871,0.234037125,1.872297
GOOG,2024-10-28,0.1211551,1.211551,0.1085644,1.085644,0.2267964,2.267964
GOOG,2024-10-29,0.03503966666666666,0.21023799999999998,0.258835,1.55301,0.11223116666666666,0.673387
GOOG,2024-10-30,0.1489245,0.893547,0.22092566666666666,1.325554,0.2122875,1.273725
GOOG,2024-11-01,0.06750233333333333,0.405014,0.04640566666666667,0.278434,0.24344816666666666,1.460689
GOOG,2024-11-02,-0.058518,-0.058518,0.156123,0.156123,0.073499,0.073499
GOOG,2024-11-03,-0.016971,-0.033942,0.1942415,0.388483,0.1572135,0.314427
GOOG,2024-11-04,0.033773,0.135092,0.06571375,0.262855,0.24902999999999997,0.9961199999999999
GOOG,2024-11-05,0.10575014285714286,0.740251,0.09095157142857142,0.6366609999999999,0.2785978571428572,1.950185
GOOG,2024-11-06,0.14707975,1.176638,0.19575525,1.566042,0.234037125,1.872297
AAPL,2024-11-06,0.0,0.0,0.094762,0.094762,0.310161,0.310161
AAPL,2024-11-07,0.17582850000000003,1.054971,0.17332783333333332,1.0399669999999999,0.25339866666666666,1.520392
AAPL,2024-11-08,0.09666475000000001,0.38665900000000003,0.089933,0.359732,0.23709175,0.948367
AAPL,2024-11-09,0.126462,0.126462,0.599092,0.599092,0.082913,0.082913
AAPL,2024-11-10,0.123267,0.123267,0.712808,0.712808,0.050468,0.050468
AAPL,2024-11-11,0.10706550000000001,0.42826200000000003,0.16799525,0.671981,0.25250525,1.010021
AAPL,2024-11-12,0.07965125,0.318605,0.087921,0.351684,0.19473875000000002,0.7789550000000001
AAPL,2024-11-13,-0.041801000000000005,-0.08360200000000001,0.26430349999999997,0.5286069999999999,0.177714,0.355428
AAPL,2024-11-14,0.0011407999999999974,0.005703999999999987,0.1125934,0.562967,0.1723034,0.861517
AAPL,2024-11-15,-0.06702266666666667,-0.20106800000000002,0.09844566666666667,0.295337,0.18837600000000002,0.5651280000000001
AAPL,2024-11-16,0.25454,0.25454,0.481177,0.481177,0.055017,0.055017
AAPL,2024-11-17,0.087208,0.087208,0.874457,0.874457,0.092643,0.092643
AAPL,2024-11-18,0.26229925,1.049197,0.28606775,1.144271,0.26509974999999997,1.0603989999999999
AAPL,2024-11-19,-0.007877999999999993,-0.03151199999999997,0.21755075,0.870203,0.2257525,0.90301
AAPL,2024-11-20,0.06430675000000001,0.25722700000000004,0.25619425,1.024777,0.20404275,0.816171
AAPL,2024-11-21,0.12508375,0.500335,0.12581399999999998,0.5032559999999999,0.18326125,0.733045
GOOG,2024-11-06,0.148099,0.148099,0.094762,0.094762,0.310161,0.310161
GOOG,2024-11-07,0.11649383333333334,0.698963,0.10996583333333333,0.659795,0.25339866666666666,1.520392
GOOG,2024-11-08,0.04455925,0.178237,0.05561325,0.222453,0.23709175,0.948367
GOOG,2024-11-09,-0.176082,-0.176082,0.281153,0.281153,0.082913,0.082913
GOOG,2024-11-10,-0.111543,-0.111543,0.158173,0.158173,0.050468,0.050468
GOOG,2024-11-11,0.14707825,0.588313,0.17858400000000002,0.7143360000000001,0.25250525,1.010021
GOOG,2024-11-12,0.061400500000000004,0.24560200000000001,0.04725975,0.189039,0.19473875000000002,0.7789550000000001
GOOG,2024-11-13,0.01388799999999999,0.02777599999999998,0.075388,0.150776,0.177714,0.355428
GOOG,2024-11-14,0.044085799999999994,0.22042899999999999,0.1027074,0.513537,0.1723034,0.861517
GOOG,2024-11-15,-0.0019630000000000016,-0.005889000000000005,0.08779533333333334,0.263386,0.18837600000000002,0.5651280000000001
GOOG,2024-11-16,0.132558,0.132558,0.15347,0.15347,0.055017,0.055017
GOOG,2024-11-17,0.12338,0.12338,0.298264,0.298264,0.092643,0.092643
GOOG,2024-11-18,0.30721975,1.228879,0.4420285,1.768114,0.26509974999999997,1.0603989999999999
GOOG,2024-11-19,0.04965975,0.198639,0.1208055,0.483222,0.2257525,0.90301
GOOG,2024-11-20,0.15918325,0.636733,0.32685,1.3074,0.20404275,0.816171
GOOG,2024-11-21,-0.075245,-0.30098,0.256405,1.02562,0.18326125,0.733045
